Frame,TrackID,Speed_kmh,Conf,Processing_ms
2,1,0,0.608048677444458,38.63120079040527
3,1,28.302584,0.7273619771003723,49.836158752441406
4,1,27.39189,0.5451840758323669,37.976980209350586
5,1,19.819704,0.6710300445556641,38.4981632232666
6,1,21.49747,0.5972590744495392,42.371273040771484
6,3,0,0.5972590744495392,42.371273040771484
7,1,22.51544,0.5147842168807983,39.08824920654297
7,3,59.71668,0.5147842168807983,39.08824920654297
8,1,17.792301,0.5120758414268494,38.27190399169922
8,3,44.338505,0.5120758414268494,38.27190399169922
9,1,17.823498,0.6783561706542969,38.78283500671387
9,3,49.60687,0.6783561706542969,38.78283500671387
10,1,22.610622,0.7457327842712402,41.91994667053223
10,3,44.49567,0.7457327842712402,41.91994667053223
11,1,22.656086,0.7531442642211914,41.03899002075195
11,3,41.44199,0.7531442642211914,41.03899002075195
12,1,18.28006,0.7205069065093994,44.50392723083496
12,3,35.80108,0.7205069065093994,44.50392723083496
13,1,22.704353,0.5637022852897644,42.356014251708984
13,3,42.18325,0.5637022852897644,42.356014251708984
14,1,22.75008,0,40.63987731933594
14,3,36.05578,0,40.63987731933594
15,1,17.971682,0,40.16280174255371
15,3,36.137806,0,40.16280174255371
16,1,18.003338,0.5352022647857666,38.67959976196289
16,3,36.67287,0.5352022647857666,38.67959976196289
17,1,22.84674,0,42.47713088989258
17,3,36.767937,0,42.47713088989258
18,1,22.892916,0.5763090252876282,40.27080535888672
18,3,30.551508,0.5763090252876282,40.27080535888672
19,1,18.467651,0,38.54203224182129
19,3,31.079937,0,38.54203224182129
20,1,22.941927,0,36.07606887817383
20,3,31.15188,0,36.07606887817383
21,1,22.988365,0,38.82598876953125
21,3,31.23344,0,38.82598876953125
22,1,18.153824,0,40.04716873168945
22,3,30.851202,0,40.04716873168945
23,1,18.185968,0,41.54205322265625
23,3,30.922232,0,41.54205322265625
24,1,23.086584,0,36.12089157104492
24,3,31.002634,0,36.12089157104492
25,1,18.621618,0,38.98286819458008
25,3,31.074274,0,38.98286819458008
26,1,18.655432,0,36.52501106262207
26,3,37.20977,0,36.52501106262207
27,1,23.180468,0,35.13312339782715
27,3,37.77088,0,35.13312339782715
28,1,23.227655,0,37.37306594848633
28,3,37.858948,0,37.37306594848633
29,1,18.336079,0,39.444923400878906
29,3,37.95874,0,39.444923400878906
30,1,23.2828,0,42.571067810058594
30,3,38.047413,0,42.571067810058594
31,1,23.330267,0,39.11995887756348
31,3,31.610638,0,39.11995887756348
32,1,18.814692,0,42.09589958190918
32,3,31.693787,0,42.09589958190918
33,1,18.849035,0.5037012100219727,38.75422477722168
33,3,31.767746,0.5037012100219727,38.75422477722168
34,1,133.64584,0.5230213403701782,43.0142879486084
34,3,31.363056,0.5230213403701782,43.0142879486084
35,1,139.7529,0,40.2071475982666
35,3,38.654167,0,40.2071475982666
36,1,139.76675,0,38.40065002441406
36,3,38.74516,0,38.40065002441406
37,1,150.8965,0,39.684295654296875
37,3,38.848362,0,39.684295654296875
38,1,151.23468,0,37.13488578796387
38,3,38.940067,0,37.13488578796387
39,1,37.48812,0.7052413821220398,39.66093063354492
39,3,39.03205,0.7052413821220398,39.66093063354492
40,1,31.807285,0,44.76284980773926
40,3,32.4083,0,44.76284980773926
41,1,32.17334,0,39.273977279663086
41,3,32.48479,0,39.273977279663086
42,1,32.32749,0,39.51907157897949
42,3,32.57151,0,39.51907157897949
43,1,32.400185,0,34.562110900878906
43,3,32.648613,0,34.562110900878906
44,1,36.797676,0,39.131879806518555
44,3,39.59488,0,39.131879806518555
45,1,36.43248,0,43.49088668823242
45,3,39.701653,0,43.49088668823242
46,1,42.934944,0,37.63604164123535
46,3,39.79651,0,37.63604164123535
47,1,36.69445,0,40.73810577392578
47,3,39.38523,0,40.73810577392578
48,1,36.77881,0,38.25569152832031
48,3,39.99961,0,38.25569152832031
49,1,36.87423,0,44.43979263305664
49,3,33.226513,0,44.43979263305664
50,1,36.959198,0,44.73590850830078
50,3,33.31632,0,44.73590850830078
51,1,37.14097,0,43.628692626953125
51,3,33.395958,0,43.628692626953125
52,1,37.226818,0,41.417837142944336
52,3,33.475986,0,41.417837142944336
