Frame,TrackID,Speed_kmh,Conf,Processing_ms
2,1,0,0.5761151909828186,39.48497772216797
3,1,107.43423,0.6546750664710999,41.0921573638916
4,1,108.74794,0.6229578852653503,38.55490684509277
5,1,119.29484,0.5809119343757629,38.53416442871094
6,1,110.180336,0,38.671016693115234
7,1,110.76161,0.5999045968055725,38.79189491271973
8,1,112.09928,0.5205780863761902,41.72968864440918
9,1,107.065506,0.6555790305137634,38.67602348327637
10,1,96.45919,0,41.18609428405762
11,1,103.24376,0.5642382502555847,40.81010818481445
12,1,97.99315,0.5321661829948425,41.908979415893555
13,1,99.32572,0.5949458479881287,43.910980224609375
14,1,99.99657,0.540041983127594,41.0919189453125
15,1,106.648056,0.6102997660636902,40.274858474731445
16,1,101.646324,0.6229366461435953,42.181968688964844
17,1,102.34078,0.5689836740493774,41.50724411010742
18,1,102.87984,0.5039253234863281,41.622161865234375
18,8,0,0.5039253234863281,41.622161865234375
19,1,103.586426,0,40.322065353393555
19,8,56.135105,0,40.322065353393555
20,1,105.04032,0.6202661395072937,38.796186447143555
20,8,84.57361,0.6202661395072937,38.796186447143555
21,1,105.353714,0.5879723429679871,43.69306564331055
21,8,94.3865,0.5879723429679871,43.69306564331055
22,1,112.82756,0,42.50288009643555
22,8,92.333244,0,42.50288009643555
23,1,107.565186,0,39.7491455078125
23,8,91.61263,0,39.7491455078125
24,1,115.18379,0.6178659200668335,38.984060287475586
24,8,97.85659,0.6178659200668335,38.984060287475586
25,1,108.90387,0.6342076460520426,39.37506675720215
25,8,92.842674,0.6342076460520426,39.37506675720215
26,1,110.1534,0.6477123300234476,41.30196571350098
26,8,87.74751,0.6477123300234476,41.30196571350098
26,11,0,0.6477123300234476,41.30196571350098
27,1,111.23375,0.5482327342033386,38.83790969848633
27,8,88.33998,0.5482327342033386,38.83790969848633
27,11,53.21986,0.5482327342033386,38.83790969848633
27,13,0,0.5482327342033386,38.83790969848633
28,1,111.5685,0,39.811134338378906
28,8,88.542274,0,39.811134338378906
28,11,66.73786,0,39.811134338378906
28,13,80.543144,0,39.811134338378906
29,1,113.20039,0.6503919064998627,38.68913650512695
29,8,89.14205,0.6503919064998627,38.68913650512695
29,11,71.98481,0.6503919064998627,38.68913650512695
29,13,134.72241,0.6503919064998627,38.68913650512695
30,1,114.01626,0.6442849040031433,40.361881256103516
30,8,90.17947,0.6442849040031433,40.361881256103516
30,11,74.31702,0.6442849040031433,40.361881256103516
30,13,135.51192,0.6442849040031433,40.361881256103516
31,1,121.65796,0,38.42306137084961
31,8,97.36582,0,38.42306137084961
31,11,76.17172,0,38.42306137084961
31,13,136.31128,0,38.42306137084961
32,1,116.02692,0,38.87009620666504
32,8,98.03724,0,38.87009620666504
32,11,82.00621,0,38.87009620666504
32,13,131.7213,0,38.87009620666504
33,1,116.8735,0.6540263891220093,39.84999656677246
33,8,98.71553,0.6540263891220093,39.84999656677246
33,11,77.00025,0.6540263891220093,39.84999656677246
33,13,144.80974,0.6540263891220093,39.84999656677246
34,1,117.52228,0,39.82901573181152
34,8,99.40086,0,39.82901573181152
34,11,77.16245,0,39.82901573181152
34,13,136.15282,0,39.82901573181152
35,1,118.93193,0.6063803434371948,39.041996002197266
35,8,99.66183,0.6063803434371948,39.041996002197266
35,11,77.66673,0.6063803434371948,39.041996002197266
35,13,114.03723,0.6063803434371948,39.041996002197266
36,1,120.14433,0.5728188753128052,40.17305374145508
36,8,93.78725,0.5728188753128052,40.17305374145508
36,11,78.19691,0.5728188753128052,40.17305374145508
36,13,109.81382,0.5728188753128052,40.17305374145508
37,1,120.5121,0.5914528965950012,38.90514373779297
37,8,94.44124,0.5914528965950012,38.90514373779297
37,11,78.7114,0.5914528965950012,38.90514373779297
37,13,116.98152,0.5914528965950012,38.90514373779297
38,1,129.78244,0.5101266503334045,41.903018951416016
38,8,95.58002,0.5101266503334045,41.903018951416016
38,11,85.15218,0.5101266503334045,41.903018951416016
38,13,111.83632,0.5101266503334045,41.903018951416016
39,1,123.26628,0.6300213932991028,42.629241943359375
39,8,96.25367,0.6300213932991028,42.629241943359375
39,11,85.79346,0.6300213932991028,42.629241943359375
39,13,107.00694,0.6300213932991028,42.629241943359375
40,1,123.64612,0.5891748517751694,43.34878921508789
40,8,96.93445,0.5891748517751694,43.34878921508789
40,11,86.58069,0.5891748517751694,43.34878921508789
40,13,125.79214,0.5891748517751694,43.34878921508789
41,1,124.93025,0.5418096780776978,42.53792762756348
41,8,97.622444,0.5418096780776978,42.53792762756348
41,11,87.44183,0.5418096780776978,42.53792762756348
41,13,127.05564,0.5418096780776978,42.53792762756348
42,1,126.48037,0,41.43810272216797
42,8,98.3178,0,41.43810272216797
42,11,81.71808,0,41.43810272216797
42,13,122.25088,0,41.43810272216797
43,1,127.20805,0.5948305428028107,40.94696044921875
43,8,98.54276,0.5948305428028107,40.94696044921875
43,11,81.37538,0.5948305428028107,40.94696044921875
43,13,129.97894,0.5948305428028107,40.94696044921875
44,1,128.17952,0.6219457785288492,41.3360595703125
44,8,106.50126,0.6219457785288492,41.3360595703125
44,11,81.67793,0.6219457785288492,41.3360595703125
44,13,130.82202,0.6219457785288492,41.3360595703125
45,1,138.12015,0.6067471206188202,39.56913948059082
45,8,107.79132,0.6067471206188202,39.56913948059082
45,11,81.84386,0.6067471206188202,39.56913948059082
45,13,132.61386,0.6067471206188202,39.56913948059082
46,1,131.20448,0.6134097178777059,39.0627384185791
46,8,108.573166,0.6134097178777059,39.0627384185791
46,11,75.26803,0.6134097178777059,39.0627384185791
46,13,133.9819,0.6134097178777059,39.0627384185791
46,26,0,0.6134097178777059,39.0627384185791
47,1,131.61711,0.5588490962982178,42.849063873291016
47,8,109.36361,0.5588490962982178,42.849063873291016
47,11,81.91394,0.5588490962982178,42.849063873291016
47,13,135.37128,0.5588490962982178,42.849063873291016
47,26,182.62888,0.5588490962982178,42.849063873291016
48,1,133.7182,0.6560699939727783,41.96476936340332
48,8,110.162575,0.6560699939727783,41.96476936340332
48,11,82.80729,0.6560699939727783,41.96476936340332
48,13,136.62077,0.6560699939727783,41.96476936340332
48,26,170.95776,0.6560699939727783,41.96476936340332
49,1,134.76491,0.67099928855896,40.39597511291504
49,8,103.71647,0.67099928855896,40.39597511291504
49,11,83.36495,0.67099928855896,40.39597511291504
49,13,138.53561,0.67099928855896,40.39597511291504
49,26,157.85236,0.67099928855896,40.39597511291504
50,1,135.56412,0.7389048337936401,39.4289493560791
50,8,103.955124,0.7389048337936401,39.4289493560791
50,11,77.170204,0.7389048337936401,39.4289493560791
50,13,139.99678,0.7389048337936401,39.4289493560791
50,26,152.05838,0.7389048337936401,39.4289493560791
51,1,137.32266,0.5051332116127014,38.320302963256836
51,8,104.71879,0.5051332116127014,38.320302963256836
51,11,83.99303,0.5051332116127014,38.320302963256836
51,13,141.48116,0.5051332116127014,38.320302963256836
51,26,148.88142,0.5051332116127014,38.320302963256836
52,1,147.28625,0.6034754514694214,42.221784591674805
52,8,106.0602,0.6034754514694214,42.221784591674805
52,11,84.56046,0.6034754514694214,42.221784591674805
52,13,142.43523,0.6034754514694214,42.221784591674805
52,26,128.63951,0.6034754514694214,42.221784591674805
