Frame,TrackID,Speed_kmh,Conf,Processing_ms
2,1,0,0.6722164452075958,51.86915397644043
3,1,132.85028,0.6210911273956299,50.958871841430664
4,1,147.07828,0.6870029866695404,50.36187171936035
5,1,143.39241,0.7043905258178711,46.03123664855957
6,1,135.01433,0,45.114994049072266
7,1,130.17924,0,46.19908332824707
8,1,125.97124,0,48.65694046020508
9,1,134.08028,0.5380555391311646,45.92084884643555
10,1,129.79832,0.5534349679946899,49.03817176818848
11,1,130.94882,0,44.56591606140137
12,1,126.66365,0.5468624234199524,44.523000717163086
13,1,122.31197,0.5692228674888611,44.64101791381836
14,1,105.604385,0.5853798985481262,48.738956451416016
15,1,106.55923,0.659741073846817,47.02496528625488
15,5,0,0.659741073846817,47.02496528625488
16,1,107.94881,0.6778761744499207,47.8358268737793
16,5,126.39357,0.6778761744499207,47.8358268737793
17,1,114.387695,0.6455481648445129,50.31895637512207
17,5,95.40994,0.6455481648445129,50.31895637512207
17,6,0,0.6455481648445129,50.31895637512207
18,1,121.35836,0.7277783751487732,51.70416831970215
18,5,76.81164,0.7277783751487732,51.70416831970215
18,6,189.97325,0.7277783751487732,51.70416831970215
19,1,122.474266,0.6626823842525482,52.55389213562012
19,5,78.96668,0.6626823842525482,52.55389213562012
19,6,163.12593,0.6626823842525482,52.55389213562012
20,1,124.056496,0.6841540932655334,52.375078201293945
20,5,86.18237,0.6841540932655334,52.375078201293945
20,6,164.50456,0.6841540932655334,52.375078201293945
21,1,124.789185,0.7007932364940643,49.710750579833984
21,5,76.34028,0.7007932364940643,49.710750579833984
21,6,158.28107,0.7007932364940643,49.710750579833984
22,1,126.41898,0.6993514597415924,50.108909606933594
22,5,65.41626,0.6993514597415924,50.108909606933594
22,6,149.55714,0.6993514597415924,50.108909606933594
23,1,127.17037,0.600244015455246,51.312923431396484
23,5,60.432117,0.600244015455246,51.312923431396484
23,6,134.32703,0.600244015455246,51.312923431396484
24,1,128.36748,0.6209024488925934,47.63436317443848
24,5,50.054207,0.6209024488925934,47.63436317443848
24,6,130.42422,0.6209024488925934,47.63436317443848
25,1,129.62047,0,47.675132751464844
25,5,28.02631,0,47.675132751464844
25,6,125.97673,0,47.675132751464844
26,1,130.85239,0.6837255656719208,46.888113021850586
26,5,13.570427,0.6837255656719208,46.888113021850586
26,6,110.16276,0.6837255656719208,46.888113021850586
27,1,132.14217,0.5999089479446411,43.23410987854004
27,5,11.609179,0.5999089479446411,43.23410987854004
27,6,104.873146,0.5999089479446411,43.23410987854004
28,1,133.41026,0,43.91908645629883
28,5,9.650659,0,43.91908645629883
28,6,112.186424,0,43.91908645629883
29,1,135.22018,0.5799918472766876,45.950889587402344
29,5,8.68984,0.5799918472766876,45.950889587402344
29,6,113.23718,0.5799918472766876,45.950889587402344
30,1,136.04391,0.5894631147384644,45.31097412109375
30,5,13.899104,0.5894631147384644,45.31097412109375
30,6,108.44322,0.5894631147384644,45.31097412109375
31,1,137.36858,0.5307846665382385,45.42803764343262
31,5,18.39613,0.5307846665382385,45.42803764343262
31,6,121.200485,0.5307846665382385,45.42803764343262
32,1,138.75638,0.547077476978302,47.335147857666016
32,5,24.047436,0.547077476978302,47.335147857666016
32,6,128.2227,0.547077476978302,47.335147857666016
33,1,140.121,0.6377239227294922,49.791812896728516
33,5,29.238394,0.6377239227294922,49.791812896728516
33,6,123.03798,0.6377239227294922,49.791812896728516
34,1,133.79376,0.5554460287094116,48.98262023925781
34,5,23.490763,0.5554460287094116,48.98262023925781
34,6,124.21336,0.5554460287094116,48.98262023925781
34,10,0,0.5554460287094116,48.98262023925781
35,1,135.11856,0.5888102054595947,50.50921440124512
35,5,17.30037,0.5888102054595947,50.50921440124512
35,6,125.36897,0.5888102054595947,50.50921440124512
35,10,79.387924,0.5888102054595947,50.50921440124512
36,1,137.04848,0,46.95701599121094
36,5,12.803436,0,46.95701599121094
36,6,126.10811,0,46.95701599121094
36,10,92.75262,0,46.95701599121094
37,1,137.87263,0.5334960222244263,43.30110549926758
37,5,7.15213,0.5334960222244263,43.30110549926758
37,6,127.76682,0.5334960222244263,43.30110549926758
37,10,98.11087,0.5334960222244263,43.30110549926758
38,1,139.25851,0,49.139976501464844
38,5,0.9808277,0,49.139976501464844
38,6,128.97234,0,49.139976501464844
38,10,101.04273,0,49.139976501464844
39,1,148.46912,0,44.60024833679199
39,5,0.9808277,0,44.60024833679199
39,6,137.37968,0,44.60024833679199
39,10,97.25919,0,44.60024833679199
40,1,149.97958,0,50.13728141784668
40,5,0.9808277,0,50.13728141784668
40,6,138.69211,0,50.13728141784668
40,10,103.70686,0,50.13728141784668
41,1,151.56387,0.5277623534202576,45.523881912231445
41,5,3.9272048,0.5277623534202576,45.523881912231445
41,6,140.02335,0.5277623534202576,45.523881912231445
41,10,105.018715,0.5277623534202576,45.523881912231445
42,1,153.1217,0,46.67496681213379
42,5,3.9272048,0,46.67496681213379
42,6,141.41757,0,46.67496681213379
42,10,106.00157,0,46.67496681213379
43,1,155.3618,0.5223433971405029,48.760175704956055
43,5,31.580866,0.5223433971405029,48.760175704956055
43,6,142.78818,0.5223433971405029,48.760175704956055
43,10,100.680565,0.5223433971405029,48.760175704956055
44,1,156.36392,0.5829859972000122,50.62675476074219
44,5,44.04289,0.5829859972000122,50.62675476074219
44,6,137.0785,0.5829859972000122,50.62675476074219
44,10,107.37423,0.5829859972000122,50.62675476074219
45,1,157.99649,0.5213253498077393,50.54211616516113
45,5,54.846245,0.5213253498077393,50.54211616516113
45,6,138.41838,0.5213253498077393,50.54211616516113
45,10,108.389,0.5213253498077393,50.54211616516113
46,1,159.71034,0.6027213037014008,50.17590522766113
46,5,64.44244,0.6027213037014008,50.17590522766113
46,6,139.77798,0.6027213037014008,50.17590522766113
46,10,103.30015,0.6027213037014008,50.17590522766113
47,1,161.39566,0,53.154945373535156
47,5,66.425766,0,53.154945373535156
47,6,141.20268,0,53.154945373535156
47,10,104.283485,0,53.154945373535156
48,1,163.16534,0.6067122220993042,56.84399604797363
48,5,63.33844,0.6067122220993042,56.84399604797363
48,6,142.6036,0.6067122220993042,56.84399604797363
48,10,111.59878,0.6067122220993042,56.84399604797363
49,1,164.90579,0.678283154964447,49.32808876037598
49,5,58.40146,0.678283154964447,49.32808876037598
49,6,144.07199,0.678283154964447,49.32808876037598
49,10,112.24911,0.678283154964447,49.32808876037598
50,1,167.41438,0.5531443953514099,43.84803771972656
50,5,54.490284,0.5531443953514099,43.84803771972656
50,6,145.51584,0.5531443953514099,43.84803771972656
50,10,106.98714,0.5531443953514099,43.84803771972656
51,1,168.53171,0,49.508094787597656
51,5,41.971783,0,49.508094787597656
51,6,155.07344,0,49.508094787597656
51,10,114.14242,0,49.508094787597656
52,1,170.35883,0.6454305350780487,48.744916915893555
52,5,67.42539,0.6454305350780487,48.744916915893555
52,6,156.69975,0.6454305350780487,48.744916915893555
52,10,115.25548,0.6454305350780487,48.744916915893555
